cultivo,variable,condicion,umbral_min,umbral_max,nivel,icono,titulo,recomendacion,fuente
Aguacate,humedad,alto,75.0,,advertencia,,Humedad alta: incrementa presion de enfermedades,"En periodos humedos aumenta la necesidad de monitorear hojas, ramas y frutos para detectar antracnosis y otros problemas a tiempo. Prioriza ventilacion y sanidad del lote.",IICA Guatemala | avocado disease management
Cacao,general,cualquiera,,,info,,Retira mazorcas enfermas y residuos del lote,La remocion frecuente de mazorcas enfermas y residuos reduce el inóculo de monilia y mazorca negra. No dejes frutos enfermos en el suelo ni adheridos al arbol.,ICCO pests and diseases
Cacao,humedad,muy_alto,85.0,,advertencia,,Humedad extrema: sube la presion de monilia y mazorca negra,"Con humedad extrema y poca ventilacion, las enfermedades de fruto avanzan con rapidez. Mantén poda de sombra y cosecha frecuente para cortar el ciclo del patogeno.",ICCO pests and diseases
Cacao,general,cualquiera,,,info,,"La sombra debe ser regulada, no excesiva","El cacao necesita sombra, pero el exceso mantiene humedad alta y favorece enfermedades. Ajusta la cobertura para equilibrar proteccion y ventilacion.",IICA / FAO cacao guidance
Zanahoria,temperatura,muy_bajo,,12.0,advertencia,,Frio: emergencia lenta y crecimiento reducido,"Si la temperatura baja demasiado, la zanahoria tarda mas en emerger y el crecimiento de la raiz se vuelve lento. Prefiere siembras en ventanas mas templadas, usa cobertura ligera para conservar calor y evita excesos de agua en semilla recien sembrada.",FAO Ecocrop - Daucus carota
Zanahoria,temperatura,muy_alto,25.0,,advertencia,,Calor alto: baja calidad de raiz,"Con calor sostenido la zanahoria puede formar raices mas cortas, palidas o con sabor fuerte. Conserva humedad con mulch, riega temprano y evita dejar el suelo secarse entre riegos.",FAO Ecocrop - Daucus carota
Zanahoria,precipitacion,muy_bajo,,35.0,advertencia,,Falta de agua: raices fibrosas y amargas,"La zanahoria necesita humedad estable para formar raices lisas y tiernas. Si no recibe agua suficiente, las raices se vuelven fibrosas, pequenas o amargas. Mantiene riego uniforme y revisa humedad al menos a 10-15 cm de profundidad.",UMN Extension - Growing carrots and parsnips
Zanahoria,humedad,muy_alto,80.0,,advertencia,,Humedad alta: vigila tizones foliares,"La humedad alta favorece Alternaria y otros tizones de hoja. Revisa manchas oscuras con halo amarillo en hojas viejas, mejora ventilacion entre surcos y evita mojar el follaje innecesariamente al regar.",UMN Extension - Carrot leaf spots
Zanahoria,ph_suelo,muy_bajo,,5.8,advertencia,,Acidez alta: menor calidad y desarrollo de raiz,"Cuando el pH cae por debajo del rango optimo, la calidad de la raiz puede bajar y el crecimiento se vuelve irregular. Corrige acidez gradualmente antes del siguiente ciclo y evita fertilizaciones desbalanceadas.",FAO Ecocrop - Daucus carota
Zanahoria,enfermedad,cualquiera,,,info,,Rotacion y limpieza reducen problemas foliares,"Retira residuos muy enfermos al final del ciclo y rota el cultivo para bajar presion de tizones. No mantengas zanahoria repetidamente en el mismo lote si ya observaste manchas severas en follaje.",UMN Extension - Carrot leaf spots
Zanahoria,general,cualquiera,,,info,,Mantener humedad uniforme evita deformaciones,"La mejor raiz se logra con humedad pareja durante todo el ciclo. Evita periodos alternados de sequia y exceso, porque favorecen rajaduras, deformaciones y perdida de calidad comercial.",UMN Extension - Growing carrots and parsnips
Coliflor,temperatura,muy_bajo,,10.0,advertencia,,Frio fuerte: crecimiento lento de la pella,"La coliflor puede soportar fresco, pero con frio fuerte el crecimiento se frena y la formacion de pella se retrasa. Protege plantulas jovenes del viento frio y evita trasplantes en noches muy frias.",FAO Ecocrop - Brassica oleracea var. botrytis
Coliflor,temperatura,muy_alto,25.0,,critica,,Calor alto: pella pequena o suelta,"El calor sostenido reduce calidad de la pella y puede causar pellas pequenas, abiertas o deformes. Prioriza riego oportuno, conserva humedad con mulch y programa siembras en epocas mas frescas cuando sea posible.",FAO Ecocrop - Brassica oleracea var. botrytis
Coliflor,precipitacion,muy_bajo,,40.0,advertencia,,Agua insuficiente: baja llenado de pella,"La coliflor necesita humedad constante para formar pellas compactas. Si falta agua, el tamano baja y la planta entra en estres rapidamente. Riega antes de que el suelo se reseque por completo.",FAO Ecocrop - Brassica oleracea var. botrytis
Coliflor,humedad,muy_alto,80.0,,critica,,Humedad alta: riesgo de Alternaria y pudriciones,"La humedad alta favorece manchas foliares y pudriciones en la pella. Revisa lesiones oscuras en hojas, mejora ventilacion y evita dejar agua retenida sobre la cabeza por periodos prolongados.",UMN Extension - Alternaria leaf spot and head rot of Brassica crops
Coliflor,ph_suelo,muy_bajo,,6.0,advertencia,,Acidez alta: aumenta riesgo de clubroot,"En brassicas, suelos acidos favorecen clubroot y reducen vigor. Si ves marchitez facil o raices deformadas, no repitas brassicas en ese lote y corrige el pH antes del proximo ciclo.",UMN Extension - Clubroot
Coliflor,enfermedad,cualquiera,,,info,,Inspecciona raices y elimina focos con clubroot,"Si una planta presenta raices engrosadas o deformadas, retirala con el mayor volumen de suelo posible y evita mover tierra contaminada a otras camas. La prevencion es clave porque el patogeno sobrevive anos en el suelo.",UMN Extension - Clubroot
Coliflor,general,cualquiera,,,info,,Buen drenaje y aireacion mejoran calidad,"La coliflor responde mejor en suelos bien drenados y con buena aireacion. Mantiene camas altas o surcos limpios en epocas lluviosas para reducir pudriciones y estres radicular.",FAO Ecocrop - Brassica oleracea var. botrytis
Repollo,temperatura,muy_bajo,,12.0,advertencia,,Temperatura baja: cabeza tarda en cerrar,"El repollo tolera clima fresco, pero con temperaturas bajas sostenidas la formacion de cabeza se vuelve lenta. Vigila desarrollo despues del trasplante y protege plantulas de vientos frios intensos.",FAO Ecocrop - Brassica oleracea var. capitata
Repollo,temperatura,muy_alto,24.0,,advertencia,,Calor alto: cabeza floja y menor calidad,"Cuando sube demasiado la temperatura, el repollo puede formar cabezas flojas y perder calidad. Mantiene humedad uniforme y evita que la planta entre en estres durante el llenado de cabeza.",FAO Ecocrop - Brassica oleracea var. capitata
Repollo,precipitacion,muy_bajo,,40.0,advertencia,,Falta de agua: cabezas pequenas o rajadas,"La falta de agua reduce el tamano de la cabeza, y los cambios bruscos entre sequia y riego pueden causar rajado. Riega de forma pareja y no dejes que el suelo pase de muy seco a saturado.",FAO Ecocrop - Brassica oleracea var. capitata
Repollo,humedad,muy_alto,80.0,,critica,,Humedad alta: black rot y Alternaria en aumento,"La humedad alta prolonga el mojado foliar y favorece enfermedades bacterianas y fungosas del repollo. Evita labores con hojas mojadas, mejora ventilacion y retira hojas muy afectadas del lote.",UMN Extension - Organic management of black rot / Alternaria in Brassicas
Repollo,ph_suelo,muy_bajo,,6.0,advertencia,,Acidez alta: repollo mas expuesto a clubroot,"Los suelos muy acidos elevan el riesgo de clubroot en brassicas. Si observas plantas marchitas con raices deformadas, suspende brassicas en ese lote por varios anos y corrige pH antes de volver a sembrar.",UMN Extension - Clubroot
Repollo,plaga,cualquiera,,,advertencia,,Monitorea palomilla dorso de diamante y pulgones,"Revisa el enves de las hojas buscando larvas pequenas, perforaciones finas o colonias de pulgones. Si la presion sube, prioriza control temprano para evitar que el dano llegue a la cabeza comercial.",UC IPM - Cabbage and cole crops guidance
Repollo,general,cualquiera,,,info,,Rotacion y ventilacion reducen problemas sanitarios,"No repitas repollo o brassicas en el mismo lote sin descanso. La rotacion, la ventilacion entre plantas y el drenaje superficial ayudan a reducir enfermedades recurrentes.",FAO Ecocrop - Brassica oleracea var. capitata / UMN Extension
Cebolla,temperatura,muy_bajo,,12.0,advertencia,,Frio: establecimiento lento en cebolla,"Con frio fuerte la cebolla se establece mas lento y tarda en reanudar crecimiento. Protege trasplantes recientes del viento frio y evita saturar el suelo mientras la planta aun tiene poco sistema radicular.",FAO Ecocrop - Allium cepa
Cebolla,temperatura,muy_alto,25.0,,advertencia,,Calor alto: baja calidad de bulbo,"El calor sostenido puede estresar la cebolla y afectar el tamano o calidad del bulbo. Refuerza riego oportuno, reduce competencia de malezas y evita dejar el suelo seco por varios dias.",FAO Ecocrop - Allium cepa
Cebolla,precipitacion,muy_bajo,,25.0,advertencia,,Falta de agua: bulbo pequeno y crecimiento irregular,"La cebolla tiene raiz superficial y responde mal a periodos secos prolongados. Usa riegos ligeros y frecuentes para mantener humedad estable sin saturar el cuello del bulbo.",FAO Ecocrop - Allium cepa
Cebolla,humedad,muy_alto,80.0,,critica,,Humedad alta: mildiu y mancha foliar en avance,"La humedad alta favorece mildiu y otras manchas foliares en cebolla. Incrementa monitoreo, mejora ventilacion y evita riego por aspersion tarde en el dia para que el follaje no pase mojado toda la noche.",Cornell / UC IPM - Onion disease guidance
Cebolla,ph_suelo,muy_bajo,,6.0,advertencia,,Acidez alta: menor desarrollo de bulbo,"Cuando el pH es demasiado bajo, la cebolla pierde eficiencia para absorber nutrientes y el bulbo se desarrolla peor. Ajusta el pH gradualmente antes de la siguiente siembra y apoya la fertilizacion con analisis de suelo.",FAO Ecocrop - Allium cepa
Cebolla,plaga,cualquiera,,,advertencia,,Revisa trips en hojas nuevas y puntas plateadas,"Los trips son una de las plagas mas comunes de la cebolla. Observa rayado plateado, puntas secas o deformacion en hojas nuevas. Si aparece, interviene temprano para evitar perdida de area foliar.",UC IPM - Onion/Garlic thrips
Cebolla,general,cualquiera,,,info,,Evita mojado foliar prolongado y mejora curado,"La cebolla responde mejor con follaje seco y buen movimiento de aire. En fase final, reduce exceso de humedad para favorecer maduracion y curado del bulbo sin aumentar presion de enfermedades.",FAO Ecocrop - Allium cepa / Cornell onion guidance
Limon,temperatura,muy_bajo,,15.0,advertencia,,Frio: dano en brotes y floracion de limon,"El limon es sensible a temperaturas bajas, especialmente en brotes tiernos y floracion. Si se esperan noches frias, protege arboles jovenes, conserva cobertura del suelo y evita podas fuertes antes de eventos frios.",FAO Ecocrop - Citrus limon
Limon,temperatura,muy_alto,28.0,,advertencia,,Calor alto: estres y caida de fruto joven,"Por encima del rango optimo el limon entra en estres con mayor facilidad. Mantiene riego profundo, conserva humedad con mulch y vigila quemaduras de sol o caida de fruto pequeno.",FAO Ecocrop - Citrus limon
Limon,precipitacion,muy_bajo,,35.0,advertencia,,Agua insuficiente: fruto pequeno y caida prematura,"El limon necesita humedad estable para sostener brotes y fruto. Si falta agua, aumenta la caida de fruto pequeno y baja el calibre. Riega profundo y deja secar solo la capa superficial, no todo el perfil.",FAO Ecocrop - Citrus limon
Limon,precipitacion,alto,90.0,,critica,,Exceso de agua: riesgo de Phytophthora en raices,"El limon no tolera agua acumulada cerca del cuello y las raices. Si llueve en exceso, destapa drenajes, evita encharcamientos y no acerques mulch humedo al tronco para reducir riesgo de Phytophthora.",UC IPM - Phytophthora gummosis of citrus
Limon,ph_suelo,alto,7.5,,advertencia,,pH alto: clorosis por hierro y zinc,"En suelos alcalinos el limon suele mostrar hojas amarillas con nervaduras mas verdes por deficiencia de micronutrientes. Confirma con analisis y corrige nutricion sin sobredosificar fertilizantes.",FAO Ecocrop - Citrus limon / UC IPM citrus disorders
Limon,plaga,cualquiera,,,advertencia,,Monitorea minador de los citricos en brotes tiernos,"El minador ataca hojas nuevas y las deforma. Revisa cada nuevo brote buscando galerias serpenteantes y evita podar por gusto, porque la poda excesiva provoca mas brotacion tierna y mas hospedero para la plaga.",UC IPM - Citrus leafminer
Limon,general,cualquiera,,,info,,"Mantiene drenaje, mulch y tronco libre de humedad","El limon mejora con suelo bien drenado y cobertura organica ligera, pero el mulch no debe tocar el tronco. Deja libre el cuello del arbol para reducir pudriciones y revisa que el agua salga rapido despues de lluvias.",FAO Ecocrop - Citrus limon / UC IPM
Maiz,general,cualquiera,,,info,,Siembra uniforme para bajar presion de gusano cogollero,"Evita siembras muy escalonadas dentro de la misma comunidad o parcela. Cuando hay plantas de maiz de muchas edades, el gusano cogollero encuentra alimento todo el tiempo y se vuelve mas dificil controlarlo.",https://repository.cimmyt.org/items/ff2b5489-1d88-4b96-94a0-143ca7af3f77
Maiz,plaga,cualquiera,,,advertencia,,Muestreo semanal de gusano cogollero,"Revisa al menos 20 plantas por lote, especialmente el cogollo. Si observas masas de huevos, raspaduras frescas o larvas pequenas, retiralas manualmente y aplica control biologico o producto autorizado antes de que la larva entre profundo al cogollo.",https://www.cimmyt.org/projects/fall-armyworm-r4d-and-management/
Maiz,precipitacion,muy_bajo,,45.0,critica,,Prioriza riego en floracion,"Si el maiz esta cerca de espigamiento o jiloteo y la lluvia semanal es baja, prioriza riego de auxilio. El estres hidrico en floracion reduce polinizacion y llenado de grano.",https://www.fao.org/3/s2022e/s2022e07.htm
Maiz,precipitacion,muy_alto,120.0,,advertencia,,Drenaje despues de lluvia fuerte,"Despues de lluvia intensa, abre o limpia salidas de agua en los surcos. El encharcamiento reduce oxigeno en la raiz y favorece pudriciones, especialmente en suelos pesados.",https://www.icta.gob.gt/publicaciones/Maiz/cultivoMaizManejoAgronomico.pdf
Maiz,temperatura,muy_alto,34.0,,critica,,Calor extremo durante polinizacion,"Con calor extremo, revisa el cultivo temprano en la manana. Si hay hojas enrolladas o marchitez, aplica riego temprano y evita fertilizar en seco hasta recuperar humedad del suelo.",https://www.cimmyt.org/blogs/heat-tolerant-maize-a-solution-for-climate-change-induced-360-water-deficits/
Maiz,humedad,muy_alto,85.0,,advertencia,,Vigilar mancha de asfalto y tizones,"Con humedad muy alta, revisa hojas medias y bajas buscando manchas negras, amarillamiento o lesiones alargadas. Retira rastrojos muy infectados y evita altas densidades que cierren demasiado el cultivo.",https://www.icta.gob.gt/publicacionesdemaiz
Maiz,ph_suelo,muy_bajo,,5.8,advertencia,,Corregir acidez antes de fertilizar fuerte,"Si el suelo esta acido, realiza analisis de suelo y aplica cal agricola antes del siguiente ciclo. En acidez alta, el maiz aprovecha peor fosforo y otros nutrientes.",https://www.icta.gob.gt/publicaciones/Maiz/Recomendaciones%20tecnicas%20de%20maiz%20ICTA.pdf
Maiz,general,cualquiera,,,info,,Fertilizacion fraccionada,"No apliques todo el nitrogeno al momento de sembrar. Reserva una parte para cuando la planta tenga buen establecimiento y humedad suficiente, asi reduces perdidas por lavado o volatilizacion.",https://www.icta.gob.gt/publicaciones/Maiz/cultivoMaizManejoAgronomico.pdf
Maiz,general,cualquiera,,,info,,Control temprano de malezas,"Mantén el cultivo libre de malezas durante las primeras semanas. La competencia temprana por luz, agua y nutrientes reduce el vigor y deja al cultivo mas vulnerable a plagas.",https://www.icta.gob.gt/publicaciones/Maiz/cultivoMaizManejoAgronomico.pdf
Maiz,general,cualquiera,,,info,,Secado seguro para almacenamiento,"Antes de almacenar, seca bien la mazorca o el grano y evita costales humedos. La humedad en almacenamiento favorece hongos y gorgojos.",https://www.icta.gob.gt/publicaciones/Maiz/cultivoMaizManejoAgronomico.pdf
Frijol,plaga,cualquiera,,,advertencia,,Monitoreo temprano de mosca blanca,"Revisa el enves de hojas jovenes desde emergencia. Si observas adultos al mover la planta o ninfas pegadas, controla malezas hospederas y aplica manejo integrado antes de que haya mosaico dorado.",https://www.gob.mx/inifap/articulos/tecnologia-para-el-manejo-integrado-de-insectos-plaga-del-frijol
Frijol,plaga,cualquiera,,,advertencia,,Chicharrita y trips en clima seco,"En periodos secos y calurosos, revisa hojas con enrollamiento, aspecto cenizo o bronceado. Estas senales pueden indicar chicharrita o trips; controla malezas y aplica producto autorizado solo si el dano avanza.",https://www.gob.mx/inifap/articulos/tecnologia-para-el-manejo-integrado-de-insectos-plaga-del-frijol
Frijol,enfermedad,cualquiera,,,critica,,Antracnosis en hojas y vainas,"Si aparecen lesiones hundidas oscuras en tallos o vainas, no guardes semilla de esas plantas. Retira residuos infectados y evita trabajar la parcela cuando el follaje este mojado.",https://ipm.cahnr.uconn.edu/anthracnose-of-bean/
Frijol,humedad,muy_alto,82.0,,critica,,Bacteriosis despues de lluvia con viento,"Lluvia fuerte con viento o dano por insectos facilita bacteriosis. Busca manchas acuosas o angulares; evita riego por aspersion y usa semilla sana en el siguiente ciclo.",https://extension.illinois.edu/plant-problems/bacterial-diseases-beans
Frijol,precipitacion,muy_bajo,,35.0,critica,,Riego en floracion y llenado de vaina,"Si hay poca lluvia durante floracion o llenado de vaina, prioriza riego moderado. El frijol es especialmente sensible al deficit de agua en esas etapas.",https://www.fao.org/3/s2022e/s2022e07.htm
Frijol,precipitacion,muy_alto,80.0,,advertencia,,Evitar encharcamiento en frijol,"Si llueve demasiado, abre drenajes y evita pisar el terreno mojado. El frijol no tolera suelos saturados y aumenta el riesgo de pudricion de raiz.",https://www.fao.org/4/T0551E/t0551e07.htm
Frijol,temperatura,muy_bajo,,16.0,advertencia,,Frio retrasa crecimiento del frijol,"Con noches frias, el frijol crece lento y tarda mas en cerrar surco. Mantén control de malezas y evita fertilizaciones fuertes hasta que mejore la temperatura.",https://www.icta.gob.gt/publicaciones/Frijol/Manual%20de%20producci%C3%B3n%20de%20frijol%20ICTA.pdf
Frijol,ph_suelo,muy_bajo,,5.8,advertencia,,Acidez reduce nodulacion,"En suelo acido, revisa nodulos en raices y planifica encalado antes del proximo ciclo. La buena nodulacion ayuda al frijol a fijar nitrogeno.",https://www.icta.gob.gt/publicaciones/Frijol/Manual%20de%20producci%C3%B3n%20de%20frijol%20ICTA.pdf
Frijol,general,cualquiera,,,info,,Usar semilla sana y no mezclar semilla enferma,"Selecciona semilla de plantas sanas, sin manchas en vainas ni deformaciones. Varias enfermedades del frijol pueden pasar por semilla o residuos infectados.",https://www.umass.edu/agriculture-food-environment/vegetable/fact-sheets/bean-anthracnose
Frijol,general,cualquiera,,,info,,Rotacion para bajar enfermedades,"Evita sembrar frijol repetidamente en el mismo terreno. Rota con maiz u otro cultivo no hospedero para reducir hongos y bacterias que sobreviven en residuos.",https://ipm.cahnr.uconn.edu/anthracnose-of-bean/
Repollo,enfermedad,cualquiera,,,critica,,Hernia de las cruciferas,"Si el repollo se marchita aun con suelo humedo, arranca una planta y revisa raices. Raices inflamadas o deformes indican hernia; evita sembrar repollo, brocoli o coliflor en ese lugar por varios ciclos.",https://extension.umn.edu/plant-diseases/clubroot
Repollo,ph_suelo,muy_bajo,,6.2,advertencia,,Subir pH para reducir hernia,"La hernia de las cruciferas es mas severa en suelos acidos. Si el pH esta bajo, aplica cal segun analisis de suelo antes de plantar repollo y mejora drenaje.",https://www.vegetables.cornell.edu/pest-management/disease-factsheets/clubroot-of-crucifers/
Repollo,humedad,muy_alto,85.0,,critica,,Riesgo de pudricion negra,"Con humedad alta, revisa bordes de hojas buscando amarillamiento en forma de V y venas oscuras. Retira plantas muy afectadas y evita mover herramientas de lotes enfermos a sanos.",https://extension.umn.edu/disease-management/organic-management-black-rot
Repollo,precipitacion,muy_alto,90.0,,advertencia,,Evitar salpique y hojas mojadas,"Lluvia frecuente favorece enfermedades bacterianas. Mantén buen drenaje, evita riego por aspersion al final del dia y deja espacio para ventilacion entre plantas.",https://extension.uga.edu/publications/detail.cfm?number=B1181
Repollo,precipitacion,muy_bajo,,35.0,advertencia,,Riego parejo durante formacion de cabeza,"Si falta agua cuando empieza a formar cabeza, riega de forma uniforme. Cambios bruscos de sequia a exceso de agua pueden causar cabezas pequenas o rajadas.",https://www.fao.org/3/s2022e/s2022e07.htm
Repollo,plaga,cualquiera,,,advertencia,,Pulgones dentro de la cabeza,"Revisa el centro de la planta y el enves de hojas. Si hay colonias de pulgones, controla temprano porque despues quedan protegidos dentro de la cabeza.",https://extension.uga.edu/publications/detail.cfm?number=B1181
Repollo,plaga,cualquiera,,,advertencia,,Gusanos masticadores en hojas,"Busca huevos y larvas en el enves de las hojas. Si hay agujeros recientes, retira larvas pequenas y usa control biologico o producto autorizado antes de que entren al cogollo.",https://extension.umn.edu/vegetables/growing-cabbage
Repollo,general,cualquiera,,,info,,Usar plantulas sanas,"No trasplantes plantulas con raices deformes, amarillamiento o manchas. Muchas enfermedades de repollo entran al campo por plantulas contaminadas.",https://www.vegetables.cornell.edu/pest-management/disease-factsheets/clubroot-of-crucifers/
Repollo,general,cualquiera,,,info,,Rotacion larga con no cruciferas,"Despues de problemas de hernia, pudricion negra o blackleg, rota con cultivos que no sean cruciferas. Evita repollo, coliflor, brocoli, rabano y mostaza en el mismo lote.",https://ecommons.cornell.edu/bitstream/handle/1813/42703/kraut-cabbage-elements-NYSIPM.pdf
Repollo,temperatura,muy_alto,30.0,,advertencia,,Calor durante formacion de cabeza,"Con calor fuerte, mantén humedad constante y usa acolchado si es posible. El repollo sufre mas cuando combina calor, suelo seco y poca ventilacion.",https://extension.uga.edu/publications/detail.cfm?number=B1181
Repollo,temperatura,muy_bajo,,8.0,advertencia,,Frio y estres en plantulas,"Si hay frio fuerte en plantulas recien trasplantadas, protege con cobertura temporal y evita fertilizacion excesiva de nitrogeno hasta que la planta retome crecimiento.",https://extension.umn.edu/vegetables/growing-cabbage
Repollo,general,cualquiera,,,info,,Eliminar residuos enfermos,"Despues de cosechar, retira o incorpora bien residuos enfermos. Restos de hojas y tallos pueden mantener inoculo de enfermedades para el proximo ciclo.",https://extension.umn.edu/disease-management/organic-management-black-rot
